Generated,Corrected
"Бидний авьяаслаг бүжгийн бүлэг ‘Happy Clapper’ 20 stage 2 ба 3 сурагчдаас бүрдэж, удахгүй болох Eisteddfod тэмцээнд Сиднейгийн Операын байшин дээр өөрсдийн ур чадвар, урлагийг үзүүлэхээр бэлдэж байгаад баяртай байна.","2 болон 3 дугаар түвшний 20 сурагчдаас бүрдсэн авьяаслаг бүжгийн бүлэг болох ‘Happy Clapper’ нь Сидней Опера Хаус-д удахгүй болох Eisteddfod тэмцээнд өөрсдийн ур чадвар, урлагийн авьяасаа үзүүлэх гэж байгааг дуулгахад таатай байна."
"Бүжигчид өөрсдийн дасгал сургуулилтыг багш нарын удирдлага дор тууштай бэлтгэж, ур чадвараа төгөлдөржүүлж байна. Тэд тайзанд итгэлтэй, урам зоригтойгоор гарахад бэлэн байна.","Бүжигчид өөрсдийн дасгалжуулагч багш нарын удирдлаган дор тууштай дасгал сургуулилт хийж, ур чадвараа төгөлдөржүүлж байгаа ба тэд тайзан дээр итгэл дүүрэн, урам зоригтойгоор гарахад бэлэн болоод байна."
"Энэ нь манай сурагчдын бүтээлч байдал, хамтын ажиллагаа, бүжгийн хүсэл тэмүүллээ харуулах гайхалтай боломж юм.","Энэхүү тэмцээн нь манай сурагчдын бүтээлч байдал, хамтын ажиллагаа, бүжгийн хүсэл тэмүүллээ харуулах гайхалтай боломж юм."
"Бид бүжгийн бүлгээ дэмжиж, Eisteddfod дээр өөрсдийн авьяас, тууштай байдлаараа тайзыг гэрэлтүүлэхэд нь урамшуулцгаая!","Eisteddfod тэмцээн дээр өөрсдийн авьяас, тууштай байдлаараа тайсыг гэрэлтүүлэхэд нь урам зориг өгцгөөе!"
"Эрхэм эцэг, эхчүүд, асран хамгаалагчид,","Эрхэм эцэг, эхчүүд, асран хамгаалагчид танаа,"
"Бид Хармони дунд сургуулийн 8-р ангийн сурагчиддаа ""Манай Галактикийг Судлах"" нэртэй шинжлэх ухааны инкурсионыг зарлахдаа баяртай байна.",Бид Хармони дунд сургуулийн 8-р ангийн сурагчдад зориулсан удахгүй болох шинжлэх ухааны танин мэдэхүйн довтолгоог зарлахдаа таатай байна.
"Энэ инкурсион нь манай Сахарын замын гайхамшигуудыг судлахад зориулсан сонирхолтой, интерактив сургалтын туршлага болох болно.","Энэхүү ""Галактикаа Судалцгаая"" нэртэй өдөрлөг нь манай Сүүн Замын Галактикын гайхамшгуудыг судлах зорилгоор сонирхолтой, хамтын оролцоотой хичээлийн дурсамж болох болно."
Инкурсионы дэлгэрэнгүй мэдээлэл:,Хөтөлбөрийн дэлгэрэнгүй мэдээлэл:
"Огноо: Мягмар гараг, 3-р сарын 17.","Огноо: 3-р сарын 17, Лхагва гараг"
Цаг: 10:00 - 12:00,Цаг: 10:00 - 12:00
Байршил: Хармони дунд сургуулийн Аудитори.,Байршил: Хармони дунд сургуулийн урлагийн заал.
Зардал: Сурагч бүрт 20 доллар.,Төлбөр: Сурагч тус бүрийн 20 доллар.
Энэ инкурсионы үеэр сурагчид дараах боломжуудыг олж авах болно:,Энэ өдөрлөгийн үеэр сурагчид дараах боломжуудыг олж авах болно:
"Манай галактикийн үүсэл, бүтэц, тухай сурах;","Манай галактикийн үүсэл, бүтэц, тухай сурах;"
"Од, гариг, болон бусад одон оронгийн биетүүдийн талаар сонирхолтой баримтуудыг олж мэдэх;","Од, гариг, болон бусад одон оронгийн биетүүдийн талаар сонирхолтой баримтуудыг олж мэдэх;"
Гараар хийх үйл ажиллагаа болон туршилтуудад оролцох;,Практик дасгал болон туршилтуудад оролцох;
"Мэргэжлийн илтгэгчидтэй хамтран ажиллах, асуулт асуух.","Мэргэжлийн илтгэгчидтэй ярилцах, асуулт асуух."
Энэхүү инкурсионы зардал нь 20 доллар бөгөөд энэ нь мэргэжлийн илтгэгчид болон материалын зардлыг хамарна.,Энэхүү өдөрлөгийн төлбөр нь сурагч тус бүрийн 20 доллар бөгөөд үнийн дүнд мэргэжлийн илтгэгчид болон материалын зардал багтсан болно.
Төлбөрийг 3-р сарын 12-ны Баасан гарагийн дотор сургуулийн төлбөрийн порталоор хийхийг анхаарна уу.,Төлбөрийг 3-р сарын 12-ны Баасан гарагийн дотор сургуулийн төлбөрийн порталоор хийхийг анхаарна уу.
"Татаж авсан зөвшөөрлийн хуудасийг бөглөөд, хүүхдийн шинжлэх ухааны багшид 3-р сарын 12-ны өдөртөө буцаан өгнө үү.","Хавсралтад явуулсан зөвшөөрлийн хуудсыг бөглөөд, хүүхдийнхээ шинжлэх ухааны хичээлийн багшид 3-р сарын 12-ны өдөртөө буцаан өгнө үү."
"Энэ инкурсион нь манай сурагчдад одон орон судлалын талаарх ойлголтоо гүнзгийрүүлэх, бидний амьдарч буй ертөнцийн талаар илүү их үнэлэмжтэй болох гайхалтай боломжийг олгоно.","Энэ өдөрлөг нь манай сурагчдад одон орон судлалын талаарх ойлголтоо гүнзгийрүүлэх, бидний амьдарч буй ертөнцийн талаар илүү их үнэлэмжтэй болох гайхалтай боломжийг олгоно."
"Бид энэ нь оролцогчдод урам зориг, боловсролын үнэ цэнэтэй туршлага болохыг итгэлтэй байна.","Энэхүү өдөрлөг нь оролцогчдод урам зориг өгсөн, боловсролын үнэ цэнэтэй туршлага болно гэдэгт итгэлтэй байна."
Хэрвээ танд асуулт байвал эсвэл нэмэлт мэдээлэл хэрэгтэй бол сургуулийн оффистой холбогдоно уу.,Хэрвээ танд асуулт байвал эсвэл нэмэлт мэдээлэл хэрэгтэй бол сургуулийн оффистой холбогдоно уу.
Сурагчдынхаа боловсролын чанартай туршлагыг бий болгоход дэмжлэг үзүүлсэнд баярлалаа.,Сурагчдад чанартай боловсрол олгоход дэмжлэг үзүүлсэн танд баярлалаа.
"Хүндэтгэсэн,","Хүндэтгэсэн,"
Зөвшөөрлийн хуудас:,Зөвшөөрлийн хуудас:
"Би 8-р ангийн хүүхэд маань ""Манай Галактикийг Судлах"" шинжлэх ухааны инкурсионд оролцохыг зөвшөөрч байна.","Би 8-р ангийн хүүхдээ 3 сарын 17-ны Лхагва гарагт болох ""Галактикаа Судалцгаая"" шинжлэх ухааны өдөрлөгт оролцохыг зөвшөөрч байна."
Инкурсионы зардал 20 доллар бөгөөд 3-р сарын 12-ны Баасан гарагийн дотор сургуулийн төлбөрийн порталоор төлөхөд бэлэн байна.,Өдөрлөгийн зардал 20 доллар бөгөөд 3-р сарын 12-ны Баасан гарагийн дотор сургуулийн төлбөрийн порталоор төлөхийг зөвшөөрч байна.
Эцэг/Эхийн нэр:,"Эцэг, эх/Асран хамгаалагчийн нэр:"
Эцэг/Эхийн гарын үсэг:,"Эцэг, эх/Асран хамгаалагчийн гарын үсэг:"
Огноо:,Огноо:
Энэ зөвшөөрлийн хуудасыг хүүхдийн шинжлэх ухааны багшид 3-р сарын 12-ны өдөртөө буцаан өгнө үү.,Энэ зөвшөөрлийн хуудсыг хүүхдийнхээ шинжлэх ухааны багшид 3-р сарын 12-ны Баасан гарагийн дотор буцаан өгнө үү. 
Мэндчилгээ:,Мэндчилгээ:
"Сайн байна уу,","Сайн байна уу,"
"Сайн уу,","Сайн уу,"
"Сайн уу,","Сайн уу,"
"Өглөөний мэнд,","Өглөөний мэнд,"
"Өдрийн мэнд,","Өдрийн мэнд,"
"Оройн мэнд,","Оройн мэнд,"
"Мэндчилгээ,","Мэндчилж байна,"
"Сайн уу,","Сайн уу,"
"Сайн мэндчилгээ,","Сайн мэндчилгээ,"
Сайн байцгаана уу.,Сайн байцгаана уу.
"Хүүхэд 1: Сайн уу, би Лили.","Хүүхэд 1: Сайн уу, Намайг Лили гэдэг."
Таны нэр юу вэ?,Чамайг хэн гэдэг вэ?
Хүүхэд 2: Би Лусиа.,Хүүхэд 2: Намайг Лусиа гэдэг.
Хүүхэд 1: Чи гэрийн тэжээвэр амьтантай юу?,Хүүхэд 1: Чи гэрийн тэжээвэр амьтантай юу?
"Хүүхэд 2: Тийм ээ, надад Вискерс гэдэг муур бий.","Хүүхэд 2: Тийм ээ, надад Вискерс гэдэг муур бий."
Чи яаж вэ?,Чамд байгаа юу?
"Хүүхэд 1: Сайхан байна, Макс!","Хүүхэд 1: Гоё юм аа, Макс!"
Надад Спарки гэдэг нохой бий.,Надад Спарки гэдэг нохой бий.
"Тэр үнэхээр тоглоом шоглоомд дуртай, бөмбөг хөөх дуртай.",Тэр үнэхээр хөгжилтэй бас бөмбөг хөөх дуртай.
"Хүүхэд 2: Вискерс нарнаар нойрсох, олсоны бөмбөгтэй тоглоход дуртай.",Хүүхэд 2: Вискерс наранд дуг хийх бас нэхмэл утсан бөмбгөөр тоглох дуртай.
Сургалтын гарчиг: 'oo' дуун дээр судалгаа хийх.,Хичээлийн гарчиг: 'oo' авиаг судлах нь.
Энэ фонетик хичээл нь 'oo' дуун дээр NSW Англи хэлний K-10 сургалтын хөтөлбөртэй нийцэж байгаа бөгөөд 1-р шатны сурагчдад (Цэцэрлэг - 2-р анги) зориулагдсан.,'oo' дуун дээрх авиа зүйн хичээл нь 1-р түвшний сурагчдад (Цэцэрлэгээс 2-р анги хүртэлх) зориулагдсан NSW мужийн Англи хэлний K-10 сургалтын хөтөлбөртэй таардаг юм.
Сургалтын зорилго:,Сургалтын зорилго:
"Сурагчид богино 'oo' дуу (жишээлбэл 'ном') болон удаан 'oo' дуу (жишээлбэл 'сар') хооронд ялгах, таньж мэдэхийг сурах болно.","Сурагчид богино 'oo' авиа (жишээлбэл ном буюу 'book') болон урт 'oo' авиаг (жишээлбэл сар буюу 'moon') хооронд нь ялгаж, таньж мэдэхийг сурах болно."
NSW Англи хэлний K-10 сургалтын хөтөлбөрийн холбоос:,NSW мужийн Англи хэлний K-10 сургалтын хөтөлбөрийн холбоос:
"Хэмнэлттэй үгс болон дуудлага үгсийг таньж, үүсгэх (ENe-7B).",Толгой болон сүүл холбосон үгс болон үгийг үеэр нь таних болон зохиох (ENe-7B).
Харилцааны янз бүрийн хэлбэрийг ойлгох (ENe-8B).,Харилцааны янз бүрийн хэлбэрийг ойлгох (ENe-8B).
Сургалтын үйл ажиллагаа:,Сургалтын үйл ажиллагаа:
Танилцуулга (Бүх анги - 10 минут):,Танилцуулга (Ангиараа - 10 минут):
"'oo' дуутай үгсийн зураг үзүүлэх (жишээлбэл, ном, сар).","'oo' авиа орсон үгсийн зураг үзүүлэх (жишээлбэл, ном, сар буюу book, moon)."
Богино 'oo' ба удаан 'oo' дуунуудын ялгааг хэлэлцэх.,Богино 'oo' ба урт 'oo' авианы ялгааг хэлэлцэх.
Фонетикийн ангилалтын үйл ажиллагаа (Бага бүлэг - 15 минут):,Авиа зүй ангилах дасгал ажил (Жижиг бүлэг - 15 минут):
Богино ба удаан 'oo' ангилалд хуваах үгийн картуудыг өгөх.,Богино ба урт 'oo' авиаг ангилж хуваах үгийн картуудыг өгөх.
Сурагчдыг үгийг чангаар уншихыг уриалах.,Сурагчдыг өгөгдсөн үгийг чангаар уншихыг уриалах.
Хамтын тоглоом (Бүх анги - 10 минут):,Хамтын тоглоом (Ангиараа - 10 минут):
"'oo' үгсийг тодорхойлох, ангилах тоглоом тоглохын тулд дижитал нөөцийг ашиглах.","'oo' авиа орсон үгсийг тодорхойлох, ангилах тоглоом дижитал нөөцийг ашиглан тоглох."
"Уншиж, бичих үйл ажиллагаа (Ганцаарчилсан - 15 минут):",Унших болон бичих дасгал ажил (Ганцаарчилсан - 15 минут):
'oo' үгсийн хамт өгүүлбэр эсвэл богино өгүүллэг тараах.,'oo' авиа орсон үгстэй өгүүлбэр эсвэл богино өгүүллэг тараах.
"Сурагчид 'oo' дууны доор зурж, зурагтай өөрсдийн өгүүлбэрүүдийг бичнэ.","Сурагчид 'oo' авиа орсон үгсийг доогуур нь зурж, шинээр өөрсдийн өгүүлбэрүүдийг тайлбарлан бичнэ."
Дүгнэлт (Бүх анги - 5 минут):,Дүгнэлт (Ангиараа - 5 минут):
Богино болон удаан 'oo' дууны давталтыг шалгах.,Богино болон урт 'oo' авиаг давтах.
Сурагчдаас өөрсдийн өгүүлбэрийг хуваалцахыг хүснэ.,Сурагчдаас өөрсдийн өгүүлбэрийг бусаддаа уншиж өгөхийг хүснэ.
Үнэлгээ:,Үнэлгээ:
"Сурагчдын оролцоо, уншиж, бичих даалгавар дээр ажиглалт, санал хүсэлт өгч, фонетикийн ур чадварыг бэхжүүлэхийн тулд форматив үнэлгээ хийх.","Сурагчдын оролцоо, уншиж, бичих даалгавар дээр ажиглалт хийж, зөвлөгөө өгөх форматив үнэлгээ нь авиа зүйн чадварыг сайжруулдаг."
Энэ бүтэцтэй арга барил нь NSW сургалтын үр дүнг хангахын зэрэгцээ сурагчдыг утга учиртайгаар оролцуулахад тусална.,Энэхүү системтэй арга барил нь NSW мужийн сургалтын үр дүнг хангахын зэрэгцээ сурагчдыг ач холбогдолтойгоор оролцуулахад тусалдаг.
