Generated,Corrected
এই কার্যক্রমটি আমাদের শিক্ষার্থীদের জন্য জ্যোতির্বিজ্ঞান সম্পর্কে গভীরতর জ্ঞান অর্জন করার এবং আমাদের মহাবিশ্বের প্রতি আরও বেশি প্রশংসা লাভ করার একটি চমৎকার সুযোগ।,এই কার্যক্রমটি আমাদের শিক্ষার্থীদের জন্য জ্যোতির্বিজ্ঞান সম্পর্কে গভীরতর জ্ঞান অর্জন করার এবং আমাদের এই মহাবিশ্ব সম্পর্কে আরও বেশি উপলব্ধি অর্জনের একটি চমৎকার সুযোগ।
আমরা বিশ্বাস করি এটি সকল অংশগ্রহণকারীর জন্য একটি অনুপ্রেরণামূলক এবং শিক্ষামূলক অভিজ্ঞতা হবে।,আমরা বিশ্বাস করি এটি সকল অংশগ্রহণকারীর জন্য একটি অনুপ্রেরণামূলক এবং শিক্ষামূলক অভিজ্ঞতা হবে।
"আপনার যদি কোনো প্রশ্ন থাকে বা আরও তথ্যের প্রয়োজন হয়, দয়া করে স্কুল অফিসের সাথে যোগাযোগ করতে দ্বিধা করবেন না।","আপনার যদি কোনো প্রশ্ন থাকে বা আরও তথ্যের প্রয়োজন হয়, তাহলে দয়া করে স্কুল অফিসের সাথে যোগাযোগ করতে দ্বিধা করবেন না।"
আমাদের শিক্ষার্থীদের জন্য সমৃদ্ধ শিক্ষামূলক অভিজ্ঞতা প্রদান করার জন্য আপনার সহযোগিতার জন্য ধন্যবাদ।,আমাদের শিক্ষার্থীদের জন্য সমৃদ্ধ শিক্ষামূলক অভিজ্ঞতা প্রদানে আপনার সহযোগিতার জন্য ধন্যবাদ।
"সাদর অভিবাদন,","সাদর অভিবাদন,"
অনুমতি পত্র:,অনুমতি পত্র:
"আমি অনুমতি দিচ্ছি যে আমার সন্তান, ৮ম শ্রেণীতে, বুধবার, ১৭ই মার্চ ""আমাদের গ্যালাক্সি অন্বেষণ"" বিজ্ঞান কার্যক্রমে অংশগ্রহণ করবে।","আমি অনুমতি দিচ্ছি যে আমার ৮ম শ্রেণীতে পড়ুয়া সন্তান, বুধবার, ১৭ই মার্চ ""এক্সপ্লোরিং আওয়ার গ্যালাক্সি"" বিজ্ঞান কার্যক্রমে অংশগ্রহণ করবে।"
"আমি বুঝতে পারছি যে কার্যক্রমের খরচ $২০ এবং শুক্রবার, ১২ই মার্চের মধ্যে স্কুলের পেমেন্ট পোর্টালের মাধ্যমে পেমেন্ট করতে সম্মত আছি।","আমি বুঝতে পারছি যে এই কার্যক্রমের খরচ $২০ এবং আমি শুক্রবার, ১২ই মার্চের মধ্যে স্কুলের পেমেন্ট পোর্টালের মাধ্যমে পেমেন্ট করতে সম্মত আছি।"
অভিভাবক/অভিভাবিকার নাম:,পিতামাতা/অভিভাবকের নাম:
অভিভাবক/অভিভাবিকার স্বাক্ষর:,পিতামাতা/অভিভাবকের স্বাক্ষর:
তারিখ:,তারিখ:
"দয়া করে এই অনুমতি পত্রটি আপনার সন্তানের বিজ্ঞান শিক্ষকের কাছে শুক্রবার, ১২ই মার্চের মধ্যে ফেরত দিন।","দয়া করে এই অনুমতি পত্রটি আপনার সন্তানের বিজ্ঞান শিক্ষকের কাছে শুক্রবার, ১২ই মার্চের মধ্যে ফেরত দিন।"
"সালাম: হ্যালো, হাই, হে, সুপ্রভাত, শুভ অপরাহ্ন, শুভ সন্ধ্যা, অভিবাদন, কেমন আছো, সালাম, হাই সেখানে।","শুভেচ্ছা: হ্যালো, হাই, হেই, সুপ্রভাত, শুভ অপরাহ্ন, শুভ সন্ধ্যা, অভিবাদন, কেমন আছেন, সালাম, হাই।"
"শিশু ১: হাই, আমি লিলি। তোমার নাম কি?","শিশু ১: হাই, আমি লিলি। তোমার নাম কি?"
শিশু ২: আমি লুসিয়া।,শিশু ২: আমি লুসিয়া।
শিশু ১: তোমার কি কোন পোষা প্রাণী আছে?,শিশু ১: তোমার কি কোন পোষা প্রাণী আছে?
"শিশু ২: হ্যাঁ, আমার একটি বিড়াল আছে যার নাম উইস্কার্স। তুমার কি?","শিশু ২: হ্যাঁ, আমার একটি বিড়াল আছে যার নাম উইস্কার্স। তোমার কী আছে?"
"শিশু ১: সেটা দারুণ, ম্যাক্স! আমার একটি কুকুর আছে যার নাম স্পার্কি। সে খুব খেলাধুলাপ্রিয় এবং বল তাড়া করতে ভালোবাসে।","শিশু ১: চমৎকার, ম্যাক্স! আমার একটি কুকুর আছে যার নাম স্পার্কি। সে খুব খেলাধুলাপ্রিয় এবং বল তাড়া করতে ভালোবাসে।"
শিশু ২: উইস্কার্স সূর্যের আলোতে শোয়া এবং উলের বল নিয়ে খেলতে ভালোবাসে।,শিশু ২: উইস্কার্স রোদে ঘুমাতে এবং উলের বল নিয়ে খেলতে ভালোবাসে।
পাঠের শিরোনাম: 'oo' ধ্বনির অন্বেষণ।,পাঠের শিরোনাম: 'oo' ধ্বনির অন্বেষণ।
"এই ফনেক্স পাঠ 'oo' ধ্বনি NSW ইংরেজি K-10 পাঠ্যক্রমের সাথে সামঞ্জস্যপূর্ণ, যা পর্যায় ১ এর ছাত্রদের জন্য (কিন্ডারগার্টেন থেকে দ্বিতীয় শ্রেণী)।","'oo' ধ্বনির উপর এই ফনেক্স পাঠ NSW ইংরেজি K-10 পাঠ্যক্রমের সাথে সামঞ্জস্যপূর্ণ, যা স্টেজ ১ এর শিক্ষার্থীদের জন্য (কিন্ডারগার্টেন থেকে দ্বিতীয় শ্রেণী)।"
শেখার উদ্দেশ্য: শিক্ষার্থীরা সংক্ষিপ্ত 'oo' ধ্বনি (যেমন 'বুক') এবং দীর্ঘ 'oo' ধ্বনি (যেমন 'মুন') চিনতে এবং পার্থক্য করতে শিখবে।,শেখার উদ্দেশ্য: শিক্ষার্থীরা সংক্ষিপ্ত 'oo' ধ্বনি (যেমন 'বুক') এবং দীর্ঘ 'oo' ধ্বনি (যেমন 'মুন') চিনতে এবং পার্থক্য করতে শিখবে।
NSW ইংরেজি K-10 পাঠ্যক্রমের লিঙ্ক:,NSW ইংরেজি K-10 পাঠ্যক্রমের লিঙ্ক:
ছন্দযুক্ত শব্দ এবং সিলেবলের চিনতে ও তৈরি করতে সক্ষম হওয়া (ENe-7B)।,ছন্দযুক্ত শব্দ এবং সিলেবল চিনতে ও তৈরি করতে সক্ষম হওয়া (ENe-7B)।
বিভিন্ন যোগাযোগের পদ্ধতি বোঝা (ENe-8B)।,যোগাযোগের বিভিন্ন পদ্ধতি বোঝা (ENe-8B)।
পাঠের কার্যক্রম:,পাঠের কার্যক্রম:
পরিচিতি (সম্পূর্ণ শ্রেণী - ১০ মিনিট):,পরিচিতি (সম্পূর্ণ শ্রেণী - ১০ মিনিট):
"'oo' শব্দের ছবি প্রদর্শন করুন (যেমন, বুক, মুন)।","'oo' শব্দের ছবি প্রদর্শন করুন (যেমন, বুক, মুন)।"
সংক্ষিপ্ত 'oo' এবং দীর্ঘ 'oo' ধ্বনির মধ্যে পার্থক্য আলোচনা করুন।,সংক্ষিপ্ত 'oo' এবং দীর্ঘ 'oo' ধ্বনির মধ্যে পার্থক্য আলোচনা করুন।
ফনেক্স শ্রেণীবিভাগ কার্যক্রম (ছোট গ্রুপ - ১৫ মিনিট):,ফনেক্স শ্রেণীবিভাগ করার কার্যক্রম (ছোট গ্রুপ - ১৫ মিনিট):
সংক্ষিপ্ত এবং দীর্ঘ 'oo' শ্রেণীতে ভাগ করার জন্য শব্দের কার্ড প্রদান করুন।,সংক্ষিপ্ত এবং দীর্ঘ 'oo' শ্রেণীতে ভাগ করার জন্য শব্দের কার্ড প্রদান করুন।
শিক্ষার্থীদের শব্দগুলো উচ্চারণ করতে উৎসাহিত করুন।,শিক্ষার্থীদের শব্দগুলো উচ্চস্বরে পড়তে উৎসাহিত করুন।
আন্তঃক্রিয়াশীল খেলা (সম্পূর্ণ শ্রেণী - ১০ মিনিট):,ইন্টারেকটিভ খেলা (সম্পূর্ণ শ্রেণী - ১০ মিনিট):
একটি ডিজিটাল রিসোর্স ব্যবহার করে একটি খেলা খেলুন যেখানে শিক্ষার্থীরা 'oo' শব্দগুলো চিহ্নিত করে এবং শ্রেণীবদ্ধ করে।,একটি ডিজিটাল রিসোর্স ব্যবহার করে একটি খেলা খেলুন যেখানে শিক্ষার্থীরা 'oo' শব্দগুলো চিহ্নিত করবে এবং শ্রেণীবদ্ধ করবে।
পড়া এবং লেখা কার্যক্রম (একক - ১৫ মিনিট):,পড়া এবং লেখা কার্যক্রম (একক - ১৫ মিনিট):
'oo' শব্দের সাথে বাক্য বা ছোট গল্প বিতরণ করুন।,'oo' শব্দ সম্বলিত বাক্য বা ছোট গল্প বিতরণ করুন।
শিক্ষার্থীরা 'oo' ধ্বনিগুলো আন্ডারলাইন করবে এবং চিত্রণসহ তাদের নিজস্ব বাক্য লিখবে।,শিক্ষার্থীরা 'oo' ধ্বনিগুলো আন্ডারলাইন করবে এবং চিত্রসহ তাদের নিজস্ব বাক্য লিখবে।
সমাপ্তি (সম্পূর্ণ শ্রেণী - ৫ মিনিট):,সমাপ্তি (সম্পূর্ণ শ্রেণী - ৫ মিনিট):
সংক্ষিপ্ত এবং দীর্ঘ 'oo' ধ্বনিগুলো পর্যালোচনা করুন।,সংক্ষিপ্ত এবং দীর্ঘ 'oo' ধ্বনিগুলো পর্যালোচনা করুন।
শিক্ষার্থীদের তাদের বাক্য শেয়ার করতে আমন্ত্রণ জানান।,শিক্ষার্থীদের তাদের বাক্যগুলো শেয়ার করতে বলুন।
মূল্যায়ন:,মূল্যায়ন:
"শিক্ষার্থীদের অংশগ্রহণ, পড়া এবং লেখার কাজের উপর পর্যবেক্ষণ ও প্রতিক্রিয়ার মাধ্যমে গঠনমূলক মূল্যায়ন হবে যা ফনেক্স দক্ষতাকে শক্তিশালী করবে।","শিক্ষার্থীদের অংশগ্রহণ, পড়া এবং লেখার কাজের উপর পর্যবেক্ষণ ও ফিডব্যাক প্রদানের মাধ্যমে গঠনমূলক মূল্যায়ন হবে যা ফনেক্স এর উপর দক্ষতাকে শক্তিশালী করবে।"
এই কাঠামোবদ্ধ পদ্ধতি শিক্ষার্থীদের অর্থপূর্ণভাবে জড়িত রাখে এবং NSW পাঠ্যক্রমের ফলাফল পূরণ করে।,এই কাঠামোবদ্ধ পদ্ধতি NSW পাঠ্যক্রমের ফলাফল পূরণের পাশাপাশি শিক্ষার্থীদের অর্থপূর্ণভাবে জড়িত রাখে।
