Generated,Corrected
"Se você tiver alguma dúvida ou precisar de mais informações, não hesite em entrar em contato com o escritório da escola.","Se tiverem qualquer dúvida ou desejarem mais informação, não hesitem em contatar o escritório da escola."
Obrigado pelo seu apoio em proporcionar experiências educativas enriquecedoras para nossos alunos.,Obrigado pelo seu apoio em proporcionar experiências educativas enriquecedoras para os nossos alunos.
"Atenciosamente,","Atenciosamente,"
Formulário de Autorização:,Formulário de Autorização:
"Eu autorizo meu filho, do 8º ano, a participar da incursão de ciências ""Explorando Nossa Galáxia"" na quarta-feira, 17 de março.","Autorizo a minha criança, do 8º ano, a participar da feira de ciência ""Explorando Nossa Galáxia"" na quarta-feira, 17 de março."
"Entendo que o custo da incursão é de $20 e concordo em efetuar o pagamento via o portal de pagamentos da escola até sexta-feira, 12 de março.","Entendo que o custo da feira é de $20 e concordo em efetuar o pagamento através do portal de pagamentos da escola até sexta-feira, 12 de março."
Nome do Pai/Responsável:,Nome do Pai/Encarregado de Educação:
Assinatura do Pai/Responsável:,Assinatura do Pai/Encarregado de Educação:
Data:,Data:
"Por favor, devolva este formulário de autorização ao professor de Ciências de seu filho até sexta-feira, 12 de março.","Por favor, devolva este formulário de autorização ao professor de Ciências da sua criança até sexta-feira, 12 de março."
"Olá,","Olá,"
"Oi,","Olá,"
"Ei,","Olá,"
"Bom dia,","Bom dia,"
"Boa tarde,","Boa tarde,"
"Boa noite,","Boa noite,"
"Saudações,","Saudações,"
"E aí,","E aí?,"
"Saudações,","Saudações,"
Oi aí.,Olá.
"Child 1: Oi, eu sou a Lily.","Child 1: Olá, eu sou a Lily."
Qual é o seu nome?,Como te chamas?
Child 2: Eu sou a Lucia.,Child 2: Eu sou a Lucia.
Child 1: Você tem algum animal de estimação?,Child 1: Tens algum animal de estimação?
"Child 2: Sim, eu tenho um gato chamado Whiskers.","Child 2: Sim, tenho um gato chamado Whiskers."
E você?,E tu?
"Child 1: Que legal, Max!","Child 1: Que fixe, Max!"
Eu tenho um cachorro chamado Sparky.,Eu tenho um cão chamado Sparky.
Ele é muito brincalhão e adora correr atrás de bolas.,Ele é muito brincalhão e adora correr atrás de bolas.
Child 2: Whiskers gosta de cochilar ao sol e brincar com novelos de lã.,Child 2: Whiskers gosta de dormir ao sol e brincar com novelos de lã.
Título da Aula: Explorando o Som 'oo',Título da Aula: Explorando o Som 'oo'
Esta aula de fonética sobre o som 'oo' está alinhada com o Currículo de Inglês K-10 da NSW para alunos da Etapa 1 (Jardim de Infância ao 2º ano).,Esta lição de fonética sobre o som 'oo' está alinhada com o Programa de Inglês K-10 da NSW para alunos da Estágio 1 (Jardim de Infância ao 2º ano).
Intenção de Aprendizagem:,Intenção de Aprendizagem:
Os alunos aprenderão a reconhecer e diferenciar entre o som curto 'oo' (como em 'book') e o som longo 'oo' (como em 'moon').,Os alunos irão aprender a reconhecer e diferenciar entre o som curto 'oo' (como em 'book') e o som longo 'oo' (como em 'moon').
Links do Currículo de Inglês K-10 da NSW:,Ligação ao Programa de Inglês K-10 de NSW:
• Reconhecer e gerar palavras e sílabas que rimam (ENe-7B).,• Reconhecer e gerar palavras e sílabas que rimam (ENe-7B).
• Compreender diferentes modos de comunicação (ENe-8B).,• Compreender diferentes modos de comunicação (ENe-8B).
Atividades da Aula:,Atividades da Lição:
1. Introdução (Turma Inteira - 10 minutos):,1. Introdução (Turma Inteira - 10 minutos):
"o Exibir imagens de palavras com 'oo' (por exemplo, book, moon).","o Exibir imagens de palavras com 'oo' (por exemplo, book, moon)."
o Discutir as diferenças entre os sons curto 'oo' e longo 'oo'.,o Discutir as diferenças entre os sons 'oo' curto e 'oo' longo.
2. Atividade de Classificação Fonética (Pequenos Grupos - 15 minutos):,2. Atividade de Classificação de Fonética (Pequenos Grupos - 15 minutos):
o Fornecer cartões de palavras para classificar em categorias de 'oo' curto e longo.,o Fornecer cartões de palavras para classificar em categorias de 'oo' curto e longo.
o Incentivar os alunos a lerem as palavras em voz alta.,o Incentivar os alunos a lerem as palavras em voz alta.
3. Jogo Interativo (Turma Inteira - 10 minutos):,3. Jogo Interativo (Turma Inteira - 10 minutos):
o Usar um recurso digital para jogar um jogo onde os alunos identificam e categorizam palavras com 'oo'.,o Usar um recurso digital para jogar um jogo onde os alunos identificam e categorizam palavras com 'oo'.
4. Atividade de Leitura e Escrita (Individual - 15 minutos):,4. Atividade de Leitura e Escrita (Individual - 15 minutos):
o Distribuir frases ou contos curtos com palavras 'oo'.,o Distribuir frases ou contos curtos com palavras 'oo'.
o Os alunos sublinham os sons 'oo' e escrevem suas próprias frases com ilustrações.,o Os alunos sublinham os sons 'oo' e escrevem suas próprias frases com ilustrações.
5. Encerramento (Turma Inteira - 5 minutos):,5. Encerramento (Turma Inteira - 5 minutos):
o Rever os sons 'oo' curto e longo.,o Rever os sons 'oo' curto e longo.
o Convidar os alunos a compartilhar suas frases.,o Convidar os alunos a partilharem as suas frases.
Avaliação:,Avaliação:
"A avaliação formativa através da observação e feedback sobre a participação dos alunos, leitura e tarefas de escrita reforçará as habilidades de fonética.",A avaliação formativa através da observação e feedback sobre a participação leitura e tarefas de escrita dos alunos reforçará as competências de fonética.
"Essa abordagem estruturada engaja os alunos de maneira significativa, enquanto atende aos resultados do currículo da NSW.","Esta abordagem estruturada envolve os alunos de maneira significativa, enquanto cumpre aos resultados do currículo da NSW."
