Generated,Corrected
မည်သည့်မေးခွန်းများ သို့မဟုတ် စိုးရိမ်မှုများရှိပါက ကျွန်ုပ်ကို သို့မဟုတ် ကျောင်းနာရီကို ဆက်သွယ်ရန် မရောက်ပါနှင့်။,သင့်တွင် မေးခွန်းများ သို့မဟုတ် စိုးရိမ်ပူပန်မှုများရှိပါက ကျွန်ုပ် သို့မဟုတ် ကျောင်းသူနာပြုထံသို့ ဆက်သွယ်ရန် တုံ့ဆိုင်းမနေပါနှင့်။
ဤကိစ္စကို သတိပြုရန် ကျေးဇူးတင်ပါသည်။,ဤကိစ္စကို အထူးဂရုပြုမှုအတွက် ကျေးဇူးတင်ပါသည်။
ယခုဖြင့်၊,ရိုးသားစွာ၊
ကျွန်ုပ်တို့သည် ကျောင်းသား ၂၀ ချင်း ပါဝင်သော ကျွန်ုပ်တို့၏အနုပညာကဖွဲ့ ‘Happy Clapper’ သည် Sydney Opera House တွင် ကျင်းပမည့် Eisteddfod ပြိုင်ပွဲတွင် ၎င်းတို့၏ကျွမ်းကျင်မှုနှင့် အနုပညာကို ပြသမည်ဆို၍ သရုပ်ပြနေပါသည်။,အဆင့် 2 နှင့် 3 ကျောင်းသား အယောက် 20 ဖြင့် ဖွဲ့စည်းထားသော ကျွန်ုပ်တို့၏ ပါရမီထူးသော အကအဖွဲ့ 'Happy Clapper' သည် လာမည့် Sydney Opera House တွင် ပြုလုပ်မည့် Eisteddfod ပြိုင်ပွဲတွင် ၎င်းတို့၏ စွမ်းရည်နှင့် အနုပညာကို ပြသသွားမည် ဖြစ်ကြောင်း ကျွန်ုပ်တို့ ဝမ်းမြောက်စွာ ကြေညာအပ်လိုက်ပါသည်။
အက dancer များသည် ၎င်းတို့၏ဆရာများ၏ လမ်းညွှန်မှုအောက်တွင် ရက်ပေါင်းများစွာ လေ့ကျင့်ပြီး ၎င်းတို့၏ရူပဗေဒကို အဆင်ပြေအောင် ပြုစုထားပြီး၊ မျှော်မှန်းချက်နှင့် စိတ်လှုပ်ရှားမှုဖြင့် မိုက်မိုက်သောအဆင်ပြေနေသည်။,အကသမားများသည် ၎င်းတို့၏ နည်းပြဆရာများ၏ လမ်းညွှန်မှုဖြင့် ၎င်းတို့၏ သမားရိုးကျလုပ်စဉ်များကို အနုစိတ် အစမ်းလေ့ကျင့်ကာ ပြီးပြည့်စုံအောင် လုပ်ဆောင်ပေးခြင်းဖြင့် ယုံကြည်မှုအပြည့်အဝနှင့်အတူ စင်ပေါ်တက်ရန် အဆင်သင့်ဖြစ်နေပါပြီ။
၎င်းသည် ကျောင်းသားများအတွက် ၎င်းတို့၏ဖန်တီးမှု၊ အဖွဲ့လိုက်အလုပ်လုပ်ခြင်းနှင့် အကကိုချစ်ခြင်းမေတ္တာကို ပြသရန် အထူးအခွင့်အလမ်းဖြစ်သည်။,ဤသည်မှာ ကျွန်ုပ်တို့၏ကျောင်းသားများအတွက် ၎င်းတို့၏ ဖန်တီးနိုင်စွမ်း၊ အဖွဲ့လိုက်လုပ်ဆောင်မှုနှင့် အက ဝါသနာပါမှုကို ပြသရန် အခွင့်အလမ်းကောင်းတစ်ခုဖြစ်သည်။
ကျွန်ုပ်တို့၏အကဂီတကဖွဲ့ကို အထောက်အပံ့ပြုကြပြီး Eisteddfod မှာ ၎င်းတို့၏ရည်မွန်းချက်နှင့် အတတ်ပညာဖြင့် မျက်နှာဖုံးကို အလင်းရောင်ဖြင့် အားပေးကြရအောင်!,Eisteddfod မှာ သူတို့၏ပင်ကိုယ်စွမ်းရည်နဲ့ စူးစိုက်နှစ်မြုပ်ထားမှုနဲ့အတူ ဇတ်စင်ကို ထွန်းပြပေးနေချိန်တွင် ကျွန်တော်တို့ရဲ့ အကအဖွဲ့ကို အားပေးပြီး သြဘာပေးကြပါစို့။
ချစ်ခင်ရပါသော မိဘနှင့် အထောက်အကူပြုသူများ၊ Harmony High School တွင် ကျောင်းသားများအတွက် Year 8 အထူးသိပ္ပံ သင်ခန်းစာတစ်ခုကို ကြေညာလျက်ရှိပါသည်။,လေးစားအပ်ပါသော မိဘများနှင့် အုပ်ထိန်းသူများ၊ Harmony အထက်တန်းကျောင်းရှိ ကျွန်ုပ်တို့၏ ၈ တန်း ကျောင်းသားများအတွက် လာမည့် ကျောင်းတွင်းသိပ္ပံပညာသင်ခန်းစာတစ်ခုကို ကြေငြာရန် စိတ်ထက်သန်မှုများဖြစ်နေပါသည်။
"""Exploring Our Galaxy"" ဟုခေါ်သော သင်ခန်းစာသည် ကျွန်ုပ်တို့၏ မီးခိုးလွင်ကမ္ဘာ၏ အံ့အားသင့်ဖွယ်ရာများအကြောင်းကို သင်ကြားပေးမည့် အပြုံးပျော်ရွှင်စရာနှင့် အပြန်အလှန်လေ့လာမှုများကို ပေးဆောင်မည်ဖြစ်သည်။","""ကျွန်ုပ်တို့၏ ဂလက်ဆီ ကိုရှာဖွေခြင်း"" ဟု ခေါင်းစဉ်တပ်ထားသော ဤကျောင်းတွင်းသိပ္ပံပညာသင်ခန်းစာသည် ကျွန်ုပ်တို့၏ Milky Way ဂလက်ဆီ၏ အံ့ဖွယ်ကောင်းမှုများအကြောင်း ဆွဲဆောင်မှုရှိပြီး အပြန်အလှန်အကျိုးပြုသော သင်ယူမှုအတွေ့အကြုံကို ပေးပါလိမ့်မည်။"
သင်ခန်းစာအချက်အလက်များ - နေ့ရက် - ဗုဒ္ဓဟူးနေ့၊ မတ်လ ၁၇ ရက်။ အချိန် - မနက် ၁၀:၀၀ မှ ၁၂:၀၀ နာရီ။ အရည်အတွက် - Harmony High School Auditorium။ ကုန်ကျငွေ - ကျောင်းသားတစ်ဦးလျှင် $20။,ကျောင်းတွင်းသိပ္ပံပညာသင်ခန်းစာအချက်အလက်များ - ရက်စွဲ - ဗုဒ္ဓဟူးနေ့၊ မတ်လ ၁၇ ရက်။ အချိန် - မနက် ၁၀:၀၀ မှ ၁၂:၀၀ နာရီ။ တည်နေရာ- Harmony High School Auditorium။ ကုန်ကျစရိတ် - ကျောင်းသားတစ်ဦးလျှင် $20။
ဒီသင်ခန်းစာအတွင်း ကျောင်းသားများသည် - - ကျွန်ုပ်တို့၏ မီးခိုးလွင်ကမ္ဘာ၏ ဖွဲ့စည်းမှုနှင့် သရုပ်ပြမှုများကို လေ့လာရန် အခွင့်အလမ်းရှိမည်။ - ကြယ်များ၊ ကမ္ဘာများနှင့် အခြား အာကာသဆိုင်ရာ ရုပ်ပုံများအကြောင်း စိတ်ဝင်စားဖွယ် အချက်အလက်များကို ရှာဖွေရန်။ - လက်တွေ့လုပ်ဆောင်မှုများနှင့် စမ်းသပ်မှုများတွင် ပါဝင်ရန်။ - ကျွမ်းကျင်သူများနှင့် ဆွေးနွေးပြီး မေးခွန်းများမေးရန်။,ဤသင်ခန်းစာအတွင်း ကျောင်းသားများသည် - ကျွန်ုပ်တို့၏ ဂလက်ဆီဖွဲ့စည်းပုံနှင့် ဖွဲ့စည်းတည်ဆောက်ပုံအကြောင်းလေ့လာရန် အခွင့်အလမ်းရလိမ့်မည်။ - ကြယ်များ၊ ဂြိုလ်များနှင့် အခြား အာကာသဆိုင်ရာ ရုပ်ပုံများအကြောင်း စိတ်ဝင်စားဖွယ် အချက်အလက်များကို ရှာဖွေရန် - လက်တွေ့လုပ်ဆောင်မှုများနှင့် စမ်းသပ်မှုများတွင် ပါဝင်ပါ၊ - ကျွမ်းကျင်သူ တင်ဆက်သူများနှင့် ထိတွေ့ပြီးမေးခွန်းများပေးပါ။
ဒီသင်ခန်းစာ၏ ကုန်ကျငွေမှာ $20 ဖြစ်ပြီး၊,ဒီသင်ခန်းစာ၏ ကုန်ကျငွေမှာ $20 ဖြစ်ပြီး၊
ကျွမ်းကျင်သူများနှင့် ပစ္စည်းများအတွက် လိုအပ်သော ကုန်ကျစရိတ်များကို ဖုံးကွယ်ပေးပါသည်။ ကျေးဇူးပြု၍ အကြောင်းကြားထားသော ကျောင်းပေးချေမှု ပေါ်တာမှ တစ်ဆင့် ဗုဒ္ဓဟူးနေ့၊ မတ်လ ၁၂ ရက်နေ့မှ အကြောင်းကြားချက်ကို လုပ်ဆောင်ပေးပါ။,ပညာကျွမ်းကျင်တင်ဆက်သူများနှင့် ပစ္စည်းကိရိယာများအတွက် လိုအပ်သော ကုန်ကျစရိတ်များအကျုံးဝင်သည်။ မတ်လ 12 ရက် သောကြာနေ့တွင် ကျောင်းငွေပေးချေမှု အိန်တာနတ်ပေါ်တယ်မှတဆင့် ငွေပေးချေပြီးကြောင်းသေချာပါစေ။
ကျွန်ုပ်တို့၏ သင်ခန်းစာသည် ကျောင်းသားများကို အာကာသဗေဒကို နက်ရှိုင်းစွာ နားလည်ရန်နှင့် ကျွန်ုပ်တို့နေထိုင်သော အပြည်ပြည်ဆိုင်ရာကို ပိုမိုသိရှိလာရန် အထူးအခွင့်အလမ်းဖြစ်သည်ဟု ယုံကြည်ပါသည်။,ဤကျောင်းတွင်းသိပ္ပံသင်ခန်းစာသည် ကျွန်ုပ်တို့၏ကျောင်းသားများအတွက် နက္ခတ္တဗေဒပညာကို နက်ရှိုင်းစွာနားလည်ပြီး ကျွန်ုပ်တို့နေထိုင်သောစကြာဝဠာကို ပိုမိုတန်ဖိုးထားမှုရရှိရန် ကျွန်ုပ်တို့၏ကျောင်းသားများအတွက် အခွင့်အလမ်းကောင်းတစ်ခုဖြစ်သည်။
အားလုံးအတွက် အInspirational နှင့် ပညာရေးအတွက် အတွေ့အကြုံဖြစ်မည်ဟု ယုံကြည်ပါသည်။,၎င်းသည် ပါဝင်သူအားလုံးအတွက် စိတ်အားထက်သန်မှုနှင့် ပညာရေးဆိုင်ရာ အတွေ့အကြုံတစ်ခုဖြစ်လာမည်ဟု ကျွန်ုပ်တို့ယုံကြည်ပါသည်။
မေးခွန်းများရှိပါက သို့မဟုတ် အချက်အလက်ပိုမိုလိုအပ်ပါက ကျောင်းရုံးကို ဆက်သွယ်ရန် မရပ်တန့်ပါနှင့်။,သင့်တွင် မေးခွန်းများ သို့မဟုတ် နောက်ထပ်အချက်အလက်များ လိုအပ်ပါက၊ ကျောင်းရုံးခန်းသို့ ဆက်သွယ်ရန် မတွန့်ဆုတ်ပါနှင့်။
ကျောင်းသားများအတွက် ပညာရေးဆိုင်ရာ အတွေ့အကြုံများ ပံ့ပိုးပေးမှုအတွက် ကျေးဇူးတင်ပါသည်။,ကျွန်ုပ်တို့၏ ကျောင်းသားများအတွက် ကြွယ်ဝသော ပညာရေးဆိုင်ရာ အတွေ့အကြုံများကို ပံ့ပိုးပေးသည့်အတွက် ကျေးဇူးတင်ပါသည်။
"အောင်မြင်သော အထောက်အပံ့များ၊ ခွင့်ပြုချက်စာရွက်: ကျွန်ုပ်သည် ၈ မိန်းမတန်းကျောင်းသားအတွက် ""ကျွန်ုပ်တို့၏ဂယ်လက်ဆီကို ရှာဖွေရန်"" သဘာဝဗေဒ သင်ကြားမှုတွင် မတ်လ ၁၇ ရက်နေ့၊ ဗုဒ္ဓဟူးနေ့တွင် ပါဝင်ရန် ခွင့်ပြုပါသည်။","နွေးထွက်စွာလေးစားလျှက်၊ ခွင့်ပြုချက်ဖြတ်ပိုင်း- မတ်လ 17 ရက် ဗုဒ္ဓဟူးနေ့၊ ""ကျွန်ုပ်တို့၏ Galaxy ကိုရှာဖွေခြင်း"" သိပ္ပံသင်ခန်းစာတွင် ပါဝင်ရန် 8 နှစ်တွင် ကျွန်ုပ်၏ကလေးအား ခွင့်ပြုချက်ပေးပါသည်။"
သင်ကြားမှု၏ကုန်ကျစရိတ်မှာ $20 ဖြစ်ပြီး မတ်လ ၁၂ ရက်နေ့၊ သောကြာနေ့တွင် ကျောင်းပေးချေမှုဆိုင်ရာ ပေါ်တယ်လ်မှ ငွေပေးချေမှုကို ပြုလုပ်ရန် သဘောတူပါတယ်။,သိပ္ပံသင်ခန်းစာ၏ကုန်ကျစရိတ်မှာ $20 ဖြစ်သည်ကို ကျွန်ုပ်နားလည်ပြီး မတ်လ 12 ရက် သောကြာနေ့တွင် ကျောင်းငွေပေးချေမှုပေါ်တယ်မှတစ်ဆင့် ငွေပေးချေရန် သဘောတူပါသည်။
မင်္ဂလာပါ။,နုတ်ခွန်းဆက်ခြင်း၊
ဟိုင်း၊,ဟဲလို ၊
မနက်ခင်းကောင်းပါစေ၊,မင်္ဂလာနံနက်ခင်းပါ ၊
နေ့လည်ခင်းကောင်းပါစေ၊,မင်္ဂလာရှိသော နေ့လည်ခင်းပါ ၊
ညချမ်းခင်းကောင်းပါစေ၊,မင်္ဂလာညနေခင်းပါ ၊
မင်္ဂလာပါ၊,နုတ်ခွန်းဆက်ခြင်း ၊
ဟေလို၊,ဘယ်လိုအခြေအနေရှိပါသလဲ ၊
ဟိုင်းနေတာကြီး။,ဟိုက် ဒီမှာ ။
ကလေး ၁: ဟိုင်း၊,ကလေး 1: ဟုင်း၊
ကျွန်တော့်နာမည်က လီလီ။,ငါက လီလီ (Lily) မင်းနာမည်ဘယ်လိုခေါ်လဲ။
သင့်နာမည်ဘယ်လိုလဲ?,ကလေး 2: ငါလူစီယာ။
ကလေး ၂: ကျွန်တော့်နာမည်က လူရှီယာ။,ကလေး 1- မင်းမှာ အိမ်မွေးတိရစ္ဆာန်ရှိလား။
ကလေး ၁: သင့်မှာ အိမ်မွေးတိရစ္ဆာန်တွေ ရှိလား?,ကလေး 2: ဟုတ်တယ်၊
ကလေး ၂: ဟုတ်ပါတယ်၊,ငါ့မှာ ပါးမုန်းမွှေး ကြောင်တစ်ကောင်ရှိတယ်။
ကျွန်တော့်မှာ Whiskers အမည်ရှိ ကြောင်တစ်ကောင်ရှိပါတယ်။,သင်ကရော၊
သင့်မှာလ呢?,ကလေး 1: ကောင်းပြီ မဲက်စ်၊
ကလေး ၁: အဲဒါတော့ အရမ်းကောင်းပါတယ် Max!,ကျွန်တော့်မှာ Sparky ဆိုတဲ့ ခွေးတစ်ကောင်ရှိတယ်။
ကျွန်တော့်မှာ Sparky အမည်ရှိ ခွေးတစ်ကောင်ရှိပါတယ်။,သူက တကယ်ကို ဆော့ပြီး ဘောလုံးများကိုလိုက်ဖမ်းရတာကိုအရမ်းကြိုက်တယ်။
သူက အရမ်းကစားချင်ပြီး ဘောလုံးတွေကို လိုက်ဖမ်းရတာကို အကြိုက်တယ်။,ကစားရတာကို ကြိုက်တယ်။
ကလေး ၂: Whiskers က နေရောင်ထဲမှာ ညှိထိုင်ရတာကို နှစ်သက်ပြီး ယားန့်ဘောလုံးတွေနဲ့ ကစားရတာကိုပါ။,ကလေး 2- ပါးမုန်းမွှေးများသည် နေရောင်ထဲတွင် တစ်ရေးတစ်မောအိပ်ပြီး ချည်ဘောလုံးများဖြင့် ကစားခြင်းကို နှစ်သက်တယ်။
အကြောင်းအရာ ၅၆ သင်ခန်းစာခေါင်းစဉ်: 'oo' အသံကိုလေ့လာခြင်း။ ဒီဖိုနစ်သင်ခန်းစာသည် 'oo' အသံကို NSW အင်္ဂလိပ် K-10 ပညာရေးအစီအစဉ်နှင့် Stage 1 ကျောင်းသားများ (ကစားသင်တန်းမှ Year 2) အတွက် ကိုက်ညီပါသည်။,သင်ခန်းစာခေါင်းစဉ် 'oo' အသံကိုလေ့လာဖေါ်ထုတ်ခြင်း။ 'oo' အသံရှိဤအသံထွက်သင်ခန်းစာသည် NSW အင်္ဂလိပ် K-10 ပညာရေးအစီအစဉ်နှင့် အဆင့် ၁ ကျောင်းသားများ (သူငယ်တန်းမှ ဒုတိယတန်း) အတွက် ပေါင်းစည်းမှုရှိပါသည်။
သင်ယူရန်ရည်ရွယ်ချက်: ကျောင်းသားများသည် 짧 'oo' အသံ (အကြောင်း 'စာအုပ်') နှင့် ရှည် 'oo' အသံ (အကြောင်း 'လ') ကို အသိအမှတ်ပြုခြင်းနှင့် ကွဲပြားခြားနားခြင်းကို လေ့လာပါမည်။,သင်ယူရန်ရည်ရွယ်ချက်: ကျောင်းသားများသည် 'oo' အသံအတို ('စာအုပ်’ထဲတွင်ကဲသို့) နှင့် 'oo' အသံရှည်ကို ('လတွင်ကဲ့သို့') အသိအမှတ်ပြုခြင်းနှင့် ကွဲပြားခြားနားခြင်းကို လေ့လာပါမည်။
NSW အင်္ဂလိပ် K-10 ပညာရေးအစီအစဉ်ဆက်စပ်မှုများ: ရန်ပုံတင်စကားလုံးများနှင့် စကားလုံးတစ်ခုချင်းစီကို အသိအမှတ်ပြုပါ (ENe-7B)။ ဆက်သွယ်မှုနည်းလမ်းများကို နားလည်ပါ (ENe-8B)။,NSW အင်္ဂလိပ် K-10 သင်ရိုးမာတိကာ ဆက်စပ်မှုများ(Links): ကာရန်စကားလုံးများနှင့် သင်ရိုးများကို အသိအမှတ်ပြုသည်(ENe-7B)။ ခွဲပြားခြားနားသောဆက်သွယ်မှုနည်းလမ်းများကို နားလည်သည် (ENe-8B)။
သင်ခန်းစာလုပ်ငန်းများ: အကြောင်းအရာ (တစ်စုတစ်ထောင် - ၁၀ မိနစ်): 'oo' ပါသော စကားလုံးများ၏ ဓာတ်ပုံများကို ပြသပါ (ဥပမာ၊ စာအုပ်၊ လ)။ ရှည် 'oo' နှင့် 짧 'oo' အသံများအကြား ကွာခြားမှုများကို ဆွေးနွေးပါ။,သင်ခန်းစာလုပ်ရှားမှုများ-နိဒါန်း (အတန်းတစ်ခုလုံး - ၁၀ မိနစ်)- 'oo' ပါသော စကားလုံးများကို ပြသပါ (ဥပမာ၊ စာအုပ်၊ လ)။ ရှည် 'oo' နှင့် 'oo' အသံတိုများအကြား ကွာခြားမှုများကို ဆွေးနွေးပါ။
ဖိုနစ်ခွဲခြားရန် လုပ်ငန်း (သေးသေးငယ်ငယ် အုပ်စု - ၁၅ မိနစ်): 짛 နှင့် ရှည် 'oo' အုပ်စုများသို့ စကားလုံးကတ်များကို ခွဲခြားရန် ပေးပါ။ ကျောင်းသားများကို စကားလုံးများကို မြတ်မြတ်စွာ ဖတ်ရန် လှုံ့ဆော်ပါ။,အသံထွက်များခွဲခြားရန် သင်ခန်းစာလုပ်ဆောက်ချက် (အဖွဲ့ငယ်များ - 15 မိနစ်) 'oo' အမျိုးအစားများအတိုနှင့် အရှည်ခွဲရန် စကားလုံးကတ်များကို ပေးပါ။ ကျောင်းသားများအား စကားလုံးများကို အသံကျယ်လောင်စွာ ဖတ်ရန် လှုံ့ဆော်ပါ။
လှုံ့ဆော်ပါ။ အပြန်အလှန် ဂိမ်း (တစ်စုတစ်ထောင် - ၁၀ မိနစ်): ကျောင်းသားများ 'oo' စကားလုံးများကို သတ်မှတ်ပြီး ခွဲခြားရန် ဂိမ်းကစားရန် ဒစ်ဂျစ်တယ်အရင်းအမြစ်ကို အသုံးပြုပါ။,ကွန်ပျူတာနှင့် စက်ကိုင်အကြား တုန့်ပြန်မှုရှိစေသော ဂိမ်း (အခန်းတစ်ခန်းလုံး - ၁၀ မိနစ်): ကျောင်းသားများ 'oo' စကားလုံးများကို အမျိုးအစား ခွဲခြားပြီး အမျိုးအစားခွဲသည့် ဂိမ်းတစ်ခုကို ကစားရန် ဒစ်ဂျစ်တယ်အရင်းအမြစ်ကို အသုံးပြုပါ။
ဖတ်ခြင်းနှင့်ရေးခြင်းလုပ်ငန်း (တစ်ဦးချင်း - ၁၅ မိနစ်): 'oo' စကားလုံးများပါသော စာကြောင်းများ သို့မဟုတ် 짛 ရှမ်းဇာတ်လမ်းများကို ဖြန့်ဝေပါ။ ကျောင်းသားများသည် 'oo' အသံများကို အောက်ခြေချပြီး ကိုယ်ပိုင်စာကြောင်းများကို ပုံဆွဲပါ။,စာဖတ်ခြင်းနှင့်ရေးခြင်းလုပ်ဆောင်ချက် (တစ်ဦးချင်း - ၁၅ မိနစ်): 'oo' စကားလုံးများပါသော စာကြောင်းများ သို့မဟုတ် ရှဝတ္တုတိုများကို ဖြန့်ဝေပါ။ ကျောင်းသားများသည် 'oo' အသံများကို မျဉ်းသားပြီး သရုပ်ဖေါ်ပုံများဖြင့် ၄င်းတို့၏ ကိုယ်ပိုင်စာကြောင်းများကိုရေးပါ။
အဆုံးသတ် (တစ်စုတစ်ထောင် - ၅ မိနစ်): 짛 'oo' အသံများနှင့် ရှည် 'oo' အသံများကို ပြန်လည်သုံးသပ်ပါ။ ကျောင်းသားများကို သူတို့၏ စာကြောင်းများကို မျှဝေရန် ဖိတ်ခေါ်ပါ။,ပိတ်ခြင်း (အတန်းတစ်ခုလုံး - 5 မိနစ်): တိုတိုနှင့် ရှည် 'oo' အသံများကို ပြန်လည်သုံးသပ်ပါ။ ကျောင်းသားများကို ၎င်းတို့၏စာကြောင်းများမျှဝေရန် ဖိတ်ခေါ်ပါ။
သုံးသပ်မှု - အကြောင်းအရာအားဖြင့် ကျောင်းသားများ၏ ပါဝင်မှု၊ အဖတ်နှင့် ရေးသားမှု အလုပ်များအပေါ် ကြည့်ရှုခြင်းနှင့် ပြန်လည်အကြံပြုခြင်းမှ တစ်ဆင့် ဖွဲ့စည်းထားသော သုံးသပ်မှုသည် ဖုန်းနစ်ကျွမ်းကျင်မှုများကို တိုးတက်စေမည်။ ဤဖွဲ့စည်းထားသော နည်းလမ်းသည် NSW ပညာရေးအစီအစဉ်၏ ရလဒ်များကို တွေ့ဆုံစေသော အဓိပ္ပါယ်ရှိစွာ ကျောင်းသားများကို ပါဝင်စေပါသည်။,အကဲဖြတ်ခြင်း- ကျောင်းသားများ၏ ပူးပေါင်းပါဝင်မှု၊ စာဖတ်ခြင်းနှင့် စာရေးခြင်းဆိုင်ရာ လုပ်ငန်းများကို လေ့လာကြည့်ရှုခြင်းနှင့် တုံ့ပြန်ခြင်းများမှတစ်ဆင့် ပုံစံတကျ အကဲဖြတ်ခြင်းသည် အသံပိုင်းဆိုင်ရာစွမ်းရည်ကို အားဖြည့်ပေးမည်ဖြစ်သည်။ ဤဖွဲ့စည်းပုံနည်းလမ်းသည် NSW သင်ရိုးညွှန်းတမ်းရလဒ်များကို တွေ့ဆုံစဉ်တွင် ကျောင်းသားများအား အဓိပ္ပာယ်ရှိရှိ ပါဝင်စေသည်။
