Generated,Corrected
"Merhaba,","Merhaba,"
"Selam,","Selam,"
"Günaydın,","Günaydın,"
"Tünaydın,","Tünaydın,"
"İyi akşamlar,","İyi akşamlar,"
"Selamlar,","Selamlar,"
"Nasılsın,","Nasılsınız,"
"Saygılar,","Saygılar,"
Merhaba.,Merhaba.
"Çocuk 1: Merhaba, ben Lily.","Çocuk 1: Merhaba, ben Lily."
Senin adın ne?,Senin adın ne?
Çocuk 2: Ben Lucia'yım.,Çocuk 2: Ben Lucia'yım.
Çocuk 1: Evcil hayvanın var mı?,Çocuk 1: Evcil hayvanın var mı?
"Çocuk 2: Evet, Whiskers adında bir kedim var.","Çocuk 2: Evet, Whiskers adında bir kedim var."
Ya sen?,Ya sen?
"Çocuk 1: Bu harika, Max!","Çocuk 1: Bu harika, Max!"
Benim de Sparky adında bir köpeğim var.,Benim de Sparky adında bir köpeğim var.
O gerçekten çok oyuncu ve topları kovalamayı çok seviyor.,Köpeğim gerçekten çok oyuncu ve topları kovalamayı çok seviyor.
Çocuk 2: Whiskers güneşte uyumayı ve yün toplarıyla oynamayı seviyor.,Çocuk 2: Whiskers güneşte uyumayı ve yün toplarıyla oynamayı seviyor.
Ders Başlığı: 'oo' Sesini Keşfetmek.,Ders Başlığı: 'oo' Sesini Keşfetmek.
"Bu fonetik dersi, NSW İngilizce K-10 Müfredatı'nın 1. Aşama öğrencileri (Anaokulu'ndan 2. Sınıf'a kadar) ile uyumludur.","Bu fonetik dersi, NSW İngilizce K-10 Müfredatı'nın 1. Aşama öğrencileri (Anaokulu'ndan 2. Sınıf'a kadar) ile uyumludur."
Öğrenme Amacı:,Öğrenme Amacı:
"Öğrenciler, kısa 'oo' sesini (örneğin 'kitap') ve uzun 'oo' sesini (örneğin 'ay') tanımayı ve ayırt etmeyi öğreneceklerdir.","Öğrenciler, kısa 'oo' sesini (örneğin 'book') ve uzun 'oo' sesini (örneğin 'moon') tanımayı ve ayırt etmeyi öğreneceklerdir."
NSW İngilizce K-10 Müfredatı Bağlantıları:,NSW İngilizce K-10 Müfredatı Bağlantıları:
Kafiye kelimeleri ve heceleri tanıma ve üretme (ENe-7B).,Kafiyeli sözcükleri ve heceleri tanıma ve üretme (ENe-7B).
Farklı iletişim biçimlerini anlama (ENe-8B).,Farklı iletişim biçimlerini anlama (ENe-8B).
Ders Aktiviteleri:,Ders Aktiviteleri:
Giriş (Tüm Sınıf - 10 dakika):,Giriş (Tüm Sınıf - 10 dakika):
"'oo' içeren kelimelerin görsellerini gösterin (örneğin, kitap, ay).","'oo' içeren sözcüklerin görsellerini gösterin (örneğin, book, moon)."
Kısa 'oo' ve uzun 'oo' sesleri arasındaki farkları tartışın.,Kısa 'oo' ve uzun 'oo' sesleri arasındaki farkları tartışın.
Fonetik Sıralama Aktivitesi (Küçük Gruplar - 15 dakika):,Fonetik Sıralama Aktivitesi (Küçük Gruplar - 15 dakika):
Kısa ve uzun 'oo' kategorilerine ayırmak için kelime kartları sağlayın.,Kısa ve uzun 'oo' sınıflarına ayırmak için sözcük kartları sağlayın.
Öğrencileri kelimeleri sesli okumaya teşvik edin.,Öğrencileri sözcükleri sesli okumaya teşvik edin.
Etkileşimli Oyun (Tüm Sınıf - 10 dakika):,Etkileşimli Oyun (Tüm Sınıf - 10 dakika):
Öğrencilerin 'oo' kelimelerini tanımlayıp kategorize ettiği dijital bir kaynak kullanarak bir oyun oynayın.,Öğrencilerin 'oo' sözcüklerini tanımlayıp sınıflandırdığı dijital bir kaynak kullanarak bir oyun oynayın.
Okuma ve Yazma Aktivitesi (Bireysel - 15 dakika):,Okuma ve Yazma Aktivitesi (Bireysel - 15 dakika):
'oo' kelimeleri içeren cümleler veya kısa hikayeler dağıtın.,'oo' sözcüklerini içeren cümleler veya kısa hikayeler dağıtın.
"Öğrenciler, 'oo' seslerini altını çizecek ve kendi cümlelerini illüstrasyonlarla yazacaklar.","Öğrenciler, 'oo' seslerinin altını çizecek ve kendi cümlelerini çizimlerle yazacaklar."
Kapanış (Tüm Sınıf - 5 dakika):,Kapanış (Tüm Sınıf - 5 dakika):
Kısa ve uzun 'oo' seslerini gözden geçirin.,Kısa ve uzun 'oo' seslerini gözden geçirin.
Öğrencileri cümlelerini paylaşmaya davet edin.,Öğrencileri cümlelerini paylaşmaya davet edin.
Değerlendirme:,Değerlendirme:
"Öğrencilerin katılımı, okuma ve yazma görevleri üzerindeki gözlem ve geri bildirim yoluyla biçimsel değerlendirme, fonetik becerileri pekiştirecektir.","Öğrencilerin katılımı, okuma ve yazma görevleri üzerindeki gözlem ve geri bildirim yoluyla biçimsel değerlendirme, fonetik becerileri pekiştirecektir."
"Bu yapılandırılmış yaklaşım, öğrencileri anlamlı bir şekilde dahil ederken NSW müfredat hedeflerini karşılamaktadır.","Bu yapılandırılmış yaklaşım, NSW müfredat hedeflerini karşılarken öğrencileri anlamlı bir şekilde çalışmaya dahil eder."
